,PC1,PC2,PC3,PC4,PC5
altura_hojas_cm,0.42875289126220556,-0.44294171948604594,0.5243737595279557,-0.36878918513676484,-0.45716549368661175
num_hojas,-0.4343924133700571,-0.26212796912444936,0.6781973051727308,0.47282712142317274,0.24305367208160078
diametro_cm,0.4626531921714099,-0.4398784599327996,-0.3289876125816032,0.6917766657473384,-0.0753071029591802
longitud_raiz_cm,0.2685175733205304,0.7210849878496703,0.32049741968190687,0.3886033874022247,-0.3926876168058407
peso_fresco_g,0.5842298571902104,0.14708821069829625,0.2326566790789807,-0.10421853098105309,0.7563398044008864
