,PC1,PC2,PC3,PC4,PC5
altura_hojas_cm,0.5617617340029418,-0.07984483176077445,-0.49989684744808127,-0.08328134432527053,-0.6490114919244091
num_hojas,0.3635383322980852,0.4908631313712929,0.5784980284184652,-0.526223729690848,-0.12378160055718129
diametro_cm,0.2220557874699201,0.7509427334725675,-0.37164289418019747,0.36554512976349446,0.33916744479300864
longitud_raiz_cm,0.4623046066204808,-0.20251276747602476,0.5049511344000901,0.6981618569847263,-0.05345468198749878
peso_fresco_g,0.5378004398552783,-0.3843849361712972,-0.14949610062087648,-0.30838220369446956,0.6675104793782287
